"","dataset","end.date","entity","entry.date","geojson","name","point","ListEntry","start.date","typology","documentation.url","geography","heritage.at.risk","organisation","Name.x","Grade.x","hyperlink.x","NGR.x","Easting.x","Northing.x","lat.x","lon.x","Name.y","hyperlink.y","NGR.y","Easting.y","Northing.y","lat.y","lon.y","Name.x.x","Grade.y","hyperlink.x.x","NGR.x.x","Easting.x.x","Northing.x.x","lat.x.x","lon.x.x","Name.y.y","hyperlink.y.y","NGR.y.y","Easting.y.y","Northing.y.y","lat.y.y","lon.y.y"
"906","heritage-at-risk",NA,7500905,"2024-09-26",NA,"Three bowl barrows 230 metres south west of Haywards Farm","POINT(-2.257456 50.767555)",1015333,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","heritage-at-risk",NA,7500906,"2021-12-01",NA,"Four bowl barrows 240 metres east of Oak Cottage","POINT(-2.194602 50.755116)",1015369,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","heritage-at-risk",NA,7500907,"2024-09-26",NA,"Bowl barrow 590 metres north east of Bere Down Farm","POINT(-2.221666 50.775064)",1015378,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","heritage-at-risk",NA,7500908,"2024-09-26",NA,"Two bowl barrows 250 metres north of Natson Farm","POINT(-3.822980 50.795376)",1015476,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","heritage-at-risk",NA,7500909,"2024-09-26",NA,"Fyling medieval deer park wall section","POINT(-0.563622 54.413884)",1015542,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","heritage-at-risk",NA,7500910,"2024-09-26",NA,"Pit alignment, part of the Cleave Dyke prehistoric boundary system and round barrow 450 metres south east of High Paradise","POINT(-1.223931 54.288452)",1015576,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","heritage-at-risk",NA,7500911,"2024-09-26",NA,"Royston Cave","POINT(-0.023471 52.048152)",1015594,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","heritage-at-risk",NA,7500912,"2024-09-26",NA,"Section of linear boundary dyke 390 metres west of South Wold Farm","POINT(-0.756637 54.003678)",1015610,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","heritage-at-risk",NA,7500913,"2024-09-26",NA,"The Andyke, Bransbury","POINT(-1.392004 51.181087)",1015678,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","heritage-at-risk",NA,7500914,"2024-09-26",NA,"A prehistoric settlement complex, length of reave, tin streamwork and stamping mill on the western slopes of Cosdon Hill","POINT(-3.945286 50.704453)",1015760,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","heritage-at-risk",NA,7500915,"2024-09-26",NA,"Round barrow cemetery immediately south east of Maiden Castle","POINT(-2.461527 50.692613)",1015778,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","heritage-at-risk",NA,7500916,"2024-09-26",NA,"Two bowl barrows 165 metres west of Veiny Cheese Pond","POINT(-2.054790 50.904420)",1015785,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","heritage-at-risk",NA,7500917,"2024-09-26",NA,"Bowl barrow 630 metres north east of Wick Bottom Barn","POINT(-1.785256 51.462414)",1015803,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","heritage-at-risk",NA,7500918,"2024-09-26",NA,"Starfits round barrow, 450 metres north east of Starfits House","POINT(-0.956768 54.273758)",1015810,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","heritage-at-risk",NA,7500919,"2024-09-26",NA,"Middle Level lead mine, Greenlaws, Daddry Shield","POINT(-2.173193 54.727718)",1015828,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","heritage-at-risk",NA,7500920,"2022-12-21",NA,"Pike Law lead hushes and mines","POINT(-2.151220 54.677920)",1015835,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/27617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","heritage-at-risk",NA,7500921,"2024-09-26",NA,"Bowl barrow 300 metres south east of Hyford Cottage","POINT(-2.256476 50.686841)",1015894,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","heritage-at-risk",NA,7500922,"2024-09-26",NA,"Bowl barrow in Piddle Wood, 530 metres north east of Gate Barn","POINT(-2.248076 50.751779)",1015901,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","heritage-at-risk",NA,7500923,"2024-09-26",NA,"Bowl barrow 700 metres south east of Field Barn","POINT(-2.152739 51.106227)",1015937,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","heritage-at-risk",NA,7500924,"2021-12-01",NA,"Hadrian's Wall between Port Carlisle and Bowness on Solway, Port Carlisle","POINT(-3.200961 54.950399)",1015951,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","heritage-at-risk",NA,7500925,"2024-09-26",NA,"Embanked platform cairn with central mound 375 metres north west of Trewalla Farm","POINT(-4.479762 50.515249)",1015976,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","heritage-at-risk",NA,7500926,"2024-09-26",NA,"Bell barrow known as Belle Vue Barrow and a bowl barrow 250 metres north east of Hillamsland","POINT(-1.898945 50.786495)",1015994,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","heritage-at-risk",NA,7500927,"2024-09-26",NA,"Cairn 530 metres west of Quarterwall Cottages, Lundy","POINT(-4.672662 51.173894)",1016012,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","heritage-at-risk",NA,7500928,"2024-09-26",NA,"Cairn 325 metres north west of Tibbett's Lookout, Lundy","POINT(-4.668936 51.187510)",1016019,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","heritage-at-risk",NA,7500929,"2024-09-26",NA,"The Loan medieval bastle and post-medieval cottage","POINT(-2.689362 55.099054)",1016085,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","heritage-at-risk",NA,7500930,"2024-09-26",NA,"Bowl barrow 80 metres south west of Hampson Cottage","POINT(-3.827885 50.800290)",1016189,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","heritage-at-risk",NA,7500931,"2024-09-26",NA,"Grinton ore hearth lead smelt mill, flue, fuel store and associated earthworks","POINT(-1.925627 54.363117)",1016203,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","heritage-at-risk",NA,7500932,"2024-09-26",NA,"Hillfort on Whitechapel Moors, 640 metres north east of Garliford Mill","POINT(-3.773423 51.023248)",1016214,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","heritage-at-risk",NA,7500933,"2024-09-26",NA,"Iron Age defended settlement in Fox Covert","POINT(-1.954855 55.590097)",1016246,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","heritage-at-risk",NA,7500934,"2024-09-26",NA,"Round cairn on Standon Hill","POINT(-4.043528 50.615091)",1016253,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/43270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","heritage-at-risk",NA,7500935,"2024-09-26",NA,"Prehistoric and medieval settlements and their field systems at Hound Tor","POINT(-3.774691 50.595313)",1016255,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","heritage-at-risk",NA,7500936,"2024-09-26",NA,"Bowl barrow on Farm Heath, 480 metres south east of Hill Cottages","POINT(-2.156650 50.689943)",1016271,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","heritage-at-risk",NA,7500937,"2024-09-26",NA,"Romano-British small town and late Iron Age settlement at Baldock","POINT(-0.180905 51.988852)",1016305,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","heritage-at-risk",NA,7500938,"2024-09-26",NA,"Four bowl barrows 710 metres north, 750 metres north west and 950 metres north west of Clyffe House","POINT(-2.315181 50.735665)",1016378,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","heritage-at-risk",NA,7500939,"2024-09-26",NA,"Two bowl barrows 210 metres and 600 metres north west of Brown Down Cottage","POINT(-3.088827 50.907265)",1016414,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","heritage-at-risk",NA,7500940,"2024-09-26",NA,"Bolster Bank","POINT(-5.211555 50.303081)",1016444,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","heritage-at-risk",NA,7500941,"2024-09-26",NA,"St Catherine's Hill hillfort","POINT(-1.310836 51.046223)",1016489,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/29180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","heritage-at-risk",NA,7500942,"2024-09-26",NA,"Round barrow on Brockrigg, 400 metres east of Brockrigg Farm","POINT(-0.720146 54.519372)",1016539,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/36720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","heritage-at-risk",NA,7500943,"2024-09-26",NA,"Martello Tower D, 450 metres SSW of Clubhouse, Clacton Golf Course, Clacton on Sea","POINT(1.131887 51.777299)",1016553,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","heritage-at-risk",NA,7500944,"2024-09-26",NA,"Bowl barrow 470 metres east of Fortescue","POINT(-3.513498 50.784402)",1016564,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","heritage-at-risk",NA,7500945,"2024-09-26",NA,"Romano-British settlement 520m north west of Cooks Cottages","POINT(-1.126730 51.629455)",1016630,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","heritage-at-risk",NA,7500946,"2024-09-26",NA,"Cairn 280 metres south of Triscombe Stone","POINT(-3.195342 51.113722)",1016707,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","heritage-at-risk",NA,7500947,"2024-09-26",NA,"Three bowl barrows in Holme Lane Plantation, 200 metres south west of Squirrel's Cottages","POINT(-2.133402 50.667160)",1016728,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","heritage-at-risk",NA,7500948,"2024-09-26",NA,"Gallows Hill round barrow","POINT(-0.400811 54.059446)",1016737,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/32813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","heritage-at-risk",NA,7500949,"2024-09-26",NA,"Martello Tower K, Kirby Road, Walton on the Naze","POINT(1.267086 51.851375)",1016787,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","heritage-at-risk",NA,7500950,"2024-09-26",NA,"The Double Barrow, a bowl barrow in Kite Hill Plantation 250 metres south east of Roger's Hill Cottages","POINT(-2.255299 50.750096)",1015900,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","heritage-at-risk",NA,7500951,"2021-05-27",NA,"Harting Beacon: a hilltop enclosure, Anglo-Saxon burial mound and telegraph station on Beacon and Pen Hills","POINT(-0.852280 50.958202)",1015915,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","heritage-at-risk",NA,7500952,"2024-09-26",NA,"Chambered tomb 165 metres north east of the Rocket Pole Pond, Lundy","POINT(-4.666937 51.162276)",1015931,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","heritage-at-risk",NA,7500953,"2024-09-26",NA,"Chatterley Whitfield Colliery, Biddulph Road, Stoke-on-Trent","POINT(-2.175296 53.075825)",1015947,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/47007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","heritage-at-risk",NA,7500954,"2021-05-27",NA,"Long barrow and adjoining bowl barrow, 250m south of Martin's Clump","POINT(-1.643218 51.144790)",1015981,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","heritage-at-risk",NA,7500955,"2024-09-26",NA,"Hut circle and small enclosure 270 metres north west of The Old Lighthouse, Lundy","POINT(-4.675580 51.169285)",1016014,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","heritage-at-risk",NA,7500956,"2024-09-26",NA,"Coastal defence platforms at the Mousehole and Trap, Lundy","POINT(-4.665778 51.190555)",1016031,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","heritage-at-risk",NA,7500957,"2024-09-26",NA,"Round barrow 500 metres east of Silver Hill Farm","POINT(-1.204315 54.286069)",1016066,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","heritage-at-risk",NA,7500958,"2024-09-26",NA,"Bowl barrow on Eype Down 275 metres east of Frogmore Farm","POINT(-2.797389 50.729867)",1016100,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","heritage-at-risk",NA,7500959,"2024-09-26",NA,"Prehistoric field system and settlement north of Appletree Point","POINT(-6.339131 49.949243)",1016182,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","heritage-at-risk",NA,7500960,"2024-09-26",NA,"Prehistoric cairn group on Abbey Hill","POINT(-6.336102 49.947958)",1016183,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","heritage-at-risk",NA,7500961,"2024-09-26",NA,"St Nicholas' Priory","POINT(-6.330367 49.947462)",1016184,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","heritage-at-risk",NA,7500962,"2021-05-27",NA,"Round barrow cemetery on West Burrow Moor","POINT(-3.751893 50.944351)",1016215,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","heritage-at-risk",NA,7500963,"2024-09-26",NA,"Round cairn 790 metres west of Smithy Strip","POINT(-1.989882 55.490231)",1016248,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","heritage-at-risk",NA,7500964,"2024-09-26",NA,"Moated site 550 metres south east of Scorborough Hall","POINT(-0.447279 53.891125)",1016250,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/38921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","heritage-at-risk",NA,7500965,"2024-09-26",NA,"Bowl barrow in Morden Park 350 metres south west of Hunting Bridge","POINT(-2.138103 50.739958)",1016281,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","heritage-at-risk",NA,7500966,"2024-09-26",NA,"Two bowl barrows 760 metres north east of Miller's Farm","POINT(-2.118061 50.781647)",1016283,NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
