"ListEntry","dataset","end.date","entity","entry.date","name","point","start.date","typology","url","geography","heritage.at.risk","organisation","Name","hyperlink","NGR","Easting","Northing","Grade","lat","lon"
1013902,"heritage-at-risk",NA,7500749,"2021-05-27","Neolithic long barrow 300m east of Fordington House Farm","POINT(0.130900 53.222788)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37629",NA,NA,NA,"Neolithic long barrow 300m east of Fordington House Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013902","TF 42356 71644",542356,371644,NA,53.2227763685261,0.130831137897162
1013904,"heritage-at-risk",NA,7500794,"2024-09-26","Neolithic long barrow 280m south of Burgh Top Farm","POINT(-0.179382 53.347796)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45946",NA,NA,NA,"Neolithic long barrow 280m south of Burgh Top Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013904","TF 21294 84976",521294,384976,NA,53.347774476069,-0.179373513405698
1013908,"heritage-at-risk",NA,7500714,"2024-09-26","Neolithic long barrow 575m WSW of Manor Warren Farm","POINT(-0.109280 53.365377)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37290",NA,NA,NA,"Neolithic long barrow 575m WSW of Manor Warren Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013908","TF2591287044",525912,387044,NA,53.3652748290923,-0.109219875259842
1013913,"heritage-at-risk",NA,7500795,"2024-09-26","Neolithic long barrow 850m ENE of Ruckland House","POINT(0.013412 53.284278)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/36935",NA,NA,NA,"Neolithic long barrow 850m ENE of Ruckland House","https://historicengland.org.uk/listing/the-list/list-entry/1013913","TF 34325 78256",534325,378256,NA,53.2842625214656,0.0134095080630497
1013914,"heritage-at-risk",NA,7502198,"2024-09-26","Neolithic long barrow 300m ESE of Walesby Top Farm","POINT(-0.275483 53.418029)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/43658",NA,NA,NA,"Neolithic long barrow 300m ESE of Walesby Top Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013914","TF 14711 92630",514711,392630,NA,53.4180090347916,-0.2754366855272
1013915,"heritage-at-risk",NA,7500796,"2021-05-27","Two Neolithic long barrows 400m west of Field Farm","POINT(-0.095718 53.254365)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37289",NA,NA,NA,"Two Neolithic long barrows 500m west of Field Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013915","TF2713874724",527138,374724,NA,53.2543023256931,-0.0957388051143499
1013925,"heritage-at-risk",NA,7500715,"2021-05-27","Bowl barrow 420m ESE of South Walk Farm","POINT(-0.177085 53.344396)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37269",NA,NA,NA,"Bowl barrow 420m ESE of South Walk Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013925","TF 21456 84601",521456,384601,NA,53.3443683088046,-0.177085018057509
1013943,"heritage-at-risk",NA,7500716,"2024-09-26","Coalhouse Fort, Tilbury","POINT(0.432712 51.463486)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48239",NA,NA,NA,"Coalhouse Fort battery and artillery defences","https://historicengland.org.uk/listing/the-list/list-entry/1013943","TQ 69069 76653",569069,176653,NA,51.4635973088398,0.432467901142583
1013952,"heritage-at-risk",NA,7500751,"2024-09-26","Two bowl barrows 450m north west of Slough Glebe Farm, part of the Saunderton Lee barrow cemetery","POINT(-0.837176 51.683753)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/30543",NA,NA,NA,"Two bowl barrows 450m north west of Slough Glebe Farm, part of the Saunderton Lee barrow cemetery","https://historicengland.org.uk/listing/the-list/list-entry/1013952","SU 80486 98972",480486,198972,NA,51.6837505713161,-0.837199081793435
1013953,"heritage-at-risk",NA,7500752,"2024-09-26","Bell barrow 260m WNW of Slough Glebe Farm, part of the Saunderton Lee barrow cemetery","POINT(-0.835521 51.682323)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28975",NA,NA,NA,"Bell barrow 260m WNW of Slough Glebe Farm, part of the Saunderton Lee barrow cemetery","https://historicengland.org.uk/listing/the-list/list-entry/1013953","SU 80603 98815",480603,198815,NA,51.6823224896988,-0.835543297513594
1013954,"heritage-at-risk",NA,7500797,"2024-09-26","Bowl barrow 140m WNW of Slough Glebe Farm, part of the Saunderton Lee round barrow cemetery","POINT(-0.833813 51.681889)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28644",NA,NA,NA,"Bowl barrow 140m WNW of Slough Glebe Farm, part of the Saunderton Lee round barrow cemetery","https://historicengland.org.uk/listing/the-list/list-entry/1013954","SU 80722 98768",480722,198768,NA,51.6818829232557,-0.833833297703364
1013955,"heritage-at-risk",NA,7502199,"2024-09-26","Bowl barrow at Molin's Works, part of the Saunderton Lee round barrow cemetery","POINT(-0.833905 51.680679)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34003",NA,NA,NA,"Bowl barrow at Molin's Works, part of the Saunderton Lee round barrow cemetery","https://historicengland.org.uk/listing/the-list/list-entry/1013955","SU 80718 98634",480718,198634,NA,51.6806789283742,-0.83392207905435
1013966,"heritage-at-risk",NA,7502200,"2024-09-26","Gleaston Castle, Gleaston","POINT(-3.131589 54.133625)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46345",NA,NA,NA,"Enclosure castle known as Gleaston Castle","https://historicengland.org.uk/listing/the-list/list-entry/1013966","SD 26161 71466",326161,471466,NA,54.1337124484986,-3.13157028487451
1013969,"heritage-at-risk",NA,7500753,"2024-09-26","Tower Tye ringwork","POINT(-2.680821 54.951390)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39885",NA,NA,NA,"Tower Tye ringwork","https://historicengland.org.uk/listing/the-list/list-entry/1013969","NY 56494 62072",356494,562072,NA,54.9513863440023,-2.68081058731786
1013970,"heritage-at-risk",NA,7500754,"2024-09-26","Saucer barrow 400 metres north east of the sports ground: one of a group of round barrows north west of Idmiston Down","POINT(-1.689890 51.134092)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41223",NA,NA,NA,"Saucer barrow 400m north east of the sports ground: one of a group of round barrows north west of Idmiston Down","https://historicengland.org.uk/listing/the-list/list-entry/1013970","SU 21794 37248",421794,137248,NA,51.1340949759158,-1.68989862782026
1013971,"heritage-at-risk",NA,7502201,"2021-05-27","Bell barrow 250 metres NNE of the sports ground: one of a group of round barrows north west of Idmiston Down","POINT(-1.693118 51.133475)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39318",NA,NA,NA,"Bell barrow 250m NNE of the sports ground: one of a group of round barrows north west of Idmiston Down","https://historicengland.org.uk/listing/the-list/list-entry/1013971","SU 21568 37179",421568,137179,NA,51.133483046599,-1.69313268303286
1013984,"heritage-at-risk",NA,7500755,"2021-05-27","Bell barrow and bowl barrow 500 metres NNW of Long Orchard","POINT(-1.673388 51.116594)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35551",NA,NA,NA,"Bell barrow and bowl barrow 500m NNW of Long Orchard","https://historicengland.org.uk/listing/the-list/list-entry/1013984","SU 22959 35308",422959,135308,NA,51.1166054038043,-1.67337166036178
1013986,"heritage-at-risk",NA,7500756,"2021-05-27","Bowl barrow 750 metres NNE of Easton Down Farm","POINT(-1.660725 51.121034)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34208",NA,NA,NA,"Bowl barrow 750m NNE of Easton Down Farm","https://historicengland.org.uk/listing/the-list/list-entry/1013986","SU 23841 35805",423841,135805,NA,51.121038531508,-1.66073838707811
1014027,"heritage-at-risk",NA,7500717,"2024-09-26","Four bowl barrows forming part of a cemetery 270 metres east of long barrow on Roughridge Hill","POINT(-1.918992 51.391647)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35999",NA,NA,NA,"Four bowl barrows forming part of a cemetery 270m east of long barrow on Roughridge Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014027","SU 05739 65856",405739,165856,NA,51.3917157578861,-1.91890648971587
1014030,"heritage-at-risk",NA,7502202,"2024-09-26","Long barrow 650 metres WSW of Shepherds' Shore","POINT(-1.945750 51.393780)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/32307",NA,NA,NA,"Long barrow 650m WSW of Shepherds' Shore","https://historicengland.org.uk/listing/the-list/list-entry/1014030","SU 03871 66084",403871,166084,NA,51.3937812892636,-1.94575118702115
1014031,"heritage-at-risk",NA,7500798,"2024-09-26","Earthwork enclosure 950 metres SSE of Manor Farm","POINT(-1.835339 51.423207)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/36000",NA,NA,NA,"Earthwork enclosure 950m SSE of Manor Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014031","SU 11545 69368",411545,169368,NA,51.4232068948403,-1.83534903088143
1014042,"heritage-at-risk",NA,7500718,"2024-09-26","Dudley Castle","POINT(-2.079626 52.514579)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37614",NA,NA,NA,"Dudley Castle","https://historicengland.org.uk/listing/the-list/list-entry/1014042","SO 94695 90757",394695,290757,NA,52.5146723933046,-2.07960272780643
1014080,"heritage-at-risk",NA,7502203,"2024-09-26","Heiferlaw defended settlement, 100 metres north of Holywell","POINT(-1.716088 55.452810)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31686",NA,NA,NA,"Heiferlaw defended settlement and Second World War Zero Station, 100m north of Holywell","https://historicengland.org.uk/listing/the-list/list-entry/1014080","NU 18055 17698",418055,617698,NA,55.4528120503849,-1.71608939912188
1014082,"heritage-at-risk",NA,7502204,"2024-09-26","Round barrow 450 metres south west of Coney Hill Farm","POINT(-1.086251 54.162748)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/32736",NA,NA,NA,"Round barrow 450m south west of Coney Hill Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014082","SE 59761 74488",459761,474488,NA,54.1627283500317,-1.08624610102766
1014083,"heritage-at-risk",NA,7500799,"2024-09-26","Round barrow 500 metres SSW of Coney Hill Farm","POINT(-1.086355 54.162299)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37456",NA,NA,NA,"Round barrow 500m SSW of Coney Hill Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014083","SE 59755 74438",459755,474438,NA,54.162279733785,-1.08634787497352
1014087,"heritage-at-risk",NA,7505170,"2024-09-26","Bowl barrow 250 metres north of the A303 on Countess Farm","POINT(-1.794071 51.180463)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39298",NA,NA,NA,"Bowl barrow 250m north of the A303 on Countess Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014087","SU 14490 42380",414490,142380,NA,51.1804715369087,-1.7940815840992
1014089,"heritage-at-risk",NA,7502205,"2021-05-27","Long barrow 140 metres WSW of the Battery Hill triangulation point","POINT(-1.708657 51.112220)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39653",NA,NA,NA,"Long barrow 140m WSW of the Battery Hill triangulation point","https://historicengland.org.uk/listing/the-list/list-entry/1014089","SU 20492 34809",420492,134809,NA,51.112211472746,-1.70864443802491
1014092,"heritage-at-risk",NA,7500719,"2021-05-27","Bowl barrow 530 metres SSW of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","POINT(-1.690754 51.116464)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39317",NA,NA,NA,"Bowl barrow 530m SSW of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","https://historicengland.org.uk/listing/the-list/list-entry/1014092","SU 21742 35288",421742,135288,NA,51.1164727948234,-1.69075940305469
1014093,"heritage-at-risk",NA,7500720,"2021-05-27","Bowl barrow 535 metres SSW of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","POINT(-1.688990 51.115982)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41222",NA,NA,NA,"Bowl barrow 535m SSW of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","https://historicengland.org.uk/listing/the-list/list-entry/1014093","SU 21865 35235",421865,135235,NA,51.1159915668715,-1.68900537759256
1014094,"heritage-at-risk",NA,7500721,"2021-05-27","Bowl barrow 440 metres SSW of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","POINT(-1.688420 51.116737)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45463",NA,NA,NA,"Bowl barrow 440m SSW of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","https://historicengland.org.uk/listing/the-list/list-entry/1014094","SU 21905 35319",421905,135319,NA,51.1167453686805,-1.68842885380895
1014095,"heritage-at-risk",NA,7500722,"2021-05-27","Two bowl barrows 265 metres south of the southern corner of Moll Harris's Clump: part of a group of round barrows on Porton Down","POINT(-1.687017 51.118301)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34099",NA,NA,NA,"Two bowl barrows 265m south of the southern corner of Moll Harris's Clump: part of a group of round barrows on Porton Down","https://historicengland.org.uk/listing/the-list/list-entry/1014095","SU 22002 35493",422002,135493,NA,51.1183062657149,-1.68703250828975
1014096,"heritage-at-risk",NA,7502206,"2021-05-27","Bowl barrow 260 metres SSE of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","POINT(-1.685712 51.118372)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/39654",NA,NA,NA,"Bowl barrow 260m SSE of the southern corner of Moll Harris's Clump: one of a group of round barrows on Porton Down","https://historicengland.org.uk/listing/the-list/list-entry/1014096","SU 22094 35501",422094,135501,NA,51.1183746790747,-1.68571762420016
1014103,"heritage-at-risk",NA,7500757,"2024-09-26","Bowl barrow 460 metres south of Milton Cross","POINT(-2.905335 52.235925)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/37210",NA,NA,NA,"Bowl barrow 460m south of Milton Cross","https://historicengland.org.uk/listing/the-list/list-entry/1014103","SO 38271 60133",338271,260133,NA,52.2359123267174,-2.90533858435802
1014112,"heritage-at-risk",NA,7500723,"2024-09-26","Bowl barrow 490 metres south east of Milton Cross","POINT(-2.901902 52.236586)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40395",NA,NA,NA,"Bowl barrow 490m south east of Milton Cross","https://historicengland.org.uk/listing/the-list/list-entry/1014112","SO 38507 60204",338507,260204,NA,52.2365770202017,-2.90189615999483
1014144,"heritage-at-risk",NA,7500724,"2024-09-26","Cursus, long mortuary enclosure, ring ditch and other associated cropmarks 700 metres east of Netherexe Barton","POINT(-3.504037 50.789462)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44291",NA,NA,NA,"Cursus, long mortuary enclosure, ring ditch and other associated cropmarks 700m east of Netherexe Barton","https://historicengland.org.uk/listing/the-list/list-entry/1014144","SX 94094 99975",294094,99975,NA,50.7896384227289,-3.50385961795349
1014240,"heritage-at-risk",NA,7500872,"2024-09-26","Section of Scots Dyke linear boundary east of Langdale Rush","POINT(-1.697150 54.479519)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/32171",NA,NA,NA,"Section of Scots Dyke linear boundary east of Langdale Rush","https://historicengland.org.uk/listing/the-list/list-entry/1014240","NZ 19722 09392",419722,509392,NA,54.479502094825,-1.69713826763343
1014242,"heritage-at-risk",NA,7505105,"2024-09-26","Civil War breastwork and battery 60 metres east of Carn Nore, St Mary's","POINT(-6.281930 49.915910)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34799",NA,NA,NA,"Civil War breastwork and battery 60m east of Carn Nore, St Mary's","https://historicengland.org.uk/listing/the-list/list-entry/1014242","SV 92731 10540",92731,10540,NA,49.9159230151394,-6.28188282899185
1014244,"heritage-at-risk",NA,7500800,"2024-09-26","Two ring cairns 330 metres south east of Coldharbour Cross","POINT(-3.809055 50.354384)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35422",NA,NA,NA,"Two ring cairns 330m south east of Coldharbour Cross","https://historicengland.org.uk/listing/the-list/list-entry/1014244","SX 71404 52063",271404,52063,NA,50.3543939411425,-3.80903018439216
1014247,"heritage-at-risk",NA,7500873,"2024-09-26","A bowl barrow 420 metres NNW of Ring-in-the-Mire, forming part of a round barrow cemetery on Gittisham Hill","POINT(-3.202079 50.760198)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45106",NA,NA,NA,"A bowl barrow 420m NNW of Ring-in-the-Mire, forming part of a round barrow cemetery on Gittisham Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014247","SY 15312 96313",315312,96313,NA,50.7602074345152,-3.20207413916441
1014248,"heritage-at-risk",NA,7502210,"2021-05-27","A bowl barrow 460 metres NNW of Ring-in-the-Mire, forming part of a round barrow cemetery on Gittisham Hill","POINT(-3.202832 50.760332)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34979",NA,NA,NA,"A bowl barrow 460m NNW of Ring-in-the-Mire, forming part of a round barrow cemetery on Gittisham Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014248","SY 15260 96329",315260,96329,NA,50.7603436827201,-3.20281491177281
1014250,"heritage-at-risk",NA,7502211,"2021-05-27","A bowl barrow 500 metres WNW of Ring-in-the-Mire, forming part of a round barrow cemetery on Gittisham Hill","POINT(-3.205949 50.758769)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42562",NA,NA,NA,"A bowl barrow 500m WNW of Ring-in-the-Mire, forming part of a round barrow cemetery on Gittisham Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014250","SY 15037 96159",315037,96159,NA,50.7587826252323,-3.20593657785446
1014253,"heritage-at-risk",NA,7500824,"2021-05-27","A ring cairn and bowl barrow 54 metres NNE of Putts Corner, forming part of a round barrow cemetery on Gittisham Hill","POINT(-3.209537 50.763700)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/34980",NA,NA,NA,"A ring cairn and bowl barrow 540m NNE of Putts Corner, forming part of a round barrow cemetery on Gittisham Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014253","SY 14793 96711",314793,96711,NA,50.7637096128107,-3.20952306142296
1014254,"heritage-at-risk",NA,7500825,"2021-05-27","A bowl barrow 570 metres NNE of Putts Corner, forming part of a round barrow cemetery on Gittisham Hill","POINT(-3.210398 50.764225)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45107",NA,NA,NA,"A bowl barrow 570m NNE of Putts Corner, forming part of a round barrow cemetery on Gittisham Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014254","SY 14733 96770",314733,96770,NA,50.7642312313731,-3.21038729377704
1014255,"heritage-at-risk",NA,7502212,"2024-09-26","A cairn 450 metres WNW of Putts Corner, forming part of a round barrow cemetery on Gittisham Hill","POINT(-3.217885 50.760984)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44315",NA,NA,NA,"A cairn 450m WNW of Putts Corner, forming part of a round barrow cemetery on Gittisham Hill","https://historicengland.org.uk/listing/the-list/list-entry/1014255","SY 14199 96419",314199,96419,NA,50.7609967109877,-3.2178752412239
1014256,"heritage-at-risk",NA,7500874,"2024-09-26","Bowl barrow 450 metres north east of High Wold Farm","POINT(-0.620557 53.864241)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31905",NA,NA,NA,"Bowl barrow 450m north east of High Wold Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014256","SE 90814 41771",490814,441771,NA,53.8642202716675,-0.620548938008147
1014278,"heritage-at-risk",NA,7500801,"2022-12-21","Chains Valley stone alignment 400 metres north west of Exe Head","POINT(-3.790235 51.161505)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41030",NA,NA,NA,"Chains Valley stone alignment 400m north west of Exe Head","https://historicengland.org.uk/listing/the-list/list-entry/1014278","SS 74915 41775",274915,141775,NA,51.1615087510901,-3.79021650069198
1014284,"heritage-at-risk",NA,7500826,"2024-09-26","Kittuck stone setting and cairn, 200 metres south west of Three Combes Foot","POINT(-3.689192 51.181963)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45611",NA,NA,NA,"Kittuck stone setting and cairn, 200m south west of Three Combes Foot","https://historicengland.org.uk/listing/the-list/list-entry/1014284","SS 82034 43885",282034,143885,NA,51.1819872125774,-3.68914976359725
1014304,"heritage-at-risk",NA,7500827,"2024-09-26","Cairnfield, enclosures, boulder walling, hollow way and carved rocks towards edge of Snowden Carr centred at 370 metres south east of Crag House","POINT(-1.729422 53.957190)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/31172",NA,NA,NA,"Cairnfield, enclosures, boulder walling, hollow way and carved rocks towards edge of Snowden Carr centred at 370m south east of Crag House","https://historicengland.org.uk/listing/the-list/list-entry/1014304","SE 17832 51283",417832,451283,NA,53.9573331523585,-1.72973487650511
1014380,"heritage-at-risk",NA,7502213,"2024-09-26","Roman camp at Stamford Lodge, 350m north west of Stamford Hollows Farm","POINT(-2.816973 53.196044)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/44971",NA,NA,NA,"Roman camp at Stamford Lodge, 350m north west of Stamford Hollows Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014380","SJ 45519 66862",345519,366862,NA,53.1960339634561,-2.8169507857525
1014430,"heritage-at-risk",NA,7500802,"2024-09-26","Prehistoric timber trackways, 670 metres SSE of Parchey Bridge","POINT(-2.923186 51.130081)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/45615",NA,NA,NA,"Prehistoric timber trackways, 670m SSE of Parchey Bridge","https://historicengland.org.uk/listing/the-list/list-entry/1014430","ST 35497 37162",335497,137162,NA,51.1300863169641,-2.92318453468167
1014431,"heritage-at-risk",NA,7500875,"2024-09-26","Bronze Age and Iron Age timber trackways, 700 metres north west of Coppice Gate Farm","POINT(-2.821093 51.154435)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42041",NA,NA,NA,"Bronze Age and Iron Age timber trackways, 700m north west of Coppice Gate Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014431","ST 42679 39790",342679,139790,NA,51.1544802334582,-2.82097847267404
1014432,"heritage-at-risk",NA,7502214,"2024-09-26","Section of the Abbot's Way trackway, 500 metres WSW of Honeygar Farm","POINT(-2.831435 51.179521)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40028",NA,NA,NA,"Section of the Abbot's Way trackway, 500m WSW of Honeygar Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014432","ST 41979 42583",341979,142583,NA,51.1795214898825,-2.8314377839859
1014433,"heritage-at-risk",NA,7500876,"2024-09-26","Timber trackways 850 metres east of Catcott Burtle Farm","POINT(-2.843517 51.184584)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/35143",NA,NA,NA,"Timber trackways 850m east of Catcott Burtle Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014433","ST 41142 43152",341142,143152,NA,51.1845516292206,-2.84350404798394
1014434,"heritage-at-risk",NA,7502215,"2024-09-26","Timber trackway site, 700 metres west of Honeygar Farm","POINT(-2.834104 51.181235)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33911",NA,NA,NA,"Timber trackway site, 700m west of Honeygar Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014434","ST 41793 42773",341793,142773,NA,51.1812108357448,-2.83412926598494
1014438,"heritage-at-risk",NA,7500828,"2021-12-01","Sections of the Sweet Track, the Post Track and associated remains 500 metres north east of Moorgate Farm","POINT(-2.829398 51.156839)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33462",NA,NA,NA,"Sections of the Sweet Track, the Post Track and associated remains 500m north east of Moorgate Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014438","ST 42133 40079",342133,140079,NA,51.1570235814864,-2.8288310992887
1014440,"heritage-at-risk",NA,7500877,"2024-09-26","Sections of the Sweet Track and Post Track, 240 metres south west of Sunnyside Farm","POINT(-2.818492 51.171953)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/38349",NA,NA,NA,"Sections of the Sweet Track and Post Track, 240m south west of Sunnyside Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014440","ST 42865 41721",342865,141721,NA,51.1718606205512,-2.81862662539951
1014441,"heritage-at-risk",NA,7502216,"2024-09-26","Duck decoy 250 metres north west of Moredon House","POINT(-2.968684 51.032463)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/33463",NA,NA,NA,"Duck decoy 250m north west of Moredon House","https://historicengland.org.uk/listing/the-list/list-entry/1014441","ST 32172 26348",332172,126348,NA,51.0324747627044,-2.96866142924166
1014444,"heritage-at-risk",NA,7500803,"2024-09-26","Bronze Age and Iron Age trackways 600 metres north east of Northbrook Farm","POINT(-2.806761 51.149592)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/40925",NA,NA,NA,"Bronze Age and Iron Age trackways 600m north east of Northbrook Farm","https://historicengland.org.uk/listing/the-list/list-entry/1014444","ST 43666 39241",343666,139241,NA,51.1496423363032,-2.80678135197977
1014457,"heritage-at-risk",NA,7502217,"2024-09-26","Pillow mound 620 metres ESE of Legis Tor forming part of Willings Walls Warren","POINT(-4.006779 50.471035)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42555",NA,NA,NA,"Pillow mound 620m ESE of Legis Tor forming part of Willings Walls Warren","https://historicengland.org.uk/listing/the-list/list-entry/1014457","SX 57685 65395",257685,65395,NA,50.4710580913437,-4.00681718362033
1014464,"heritage-at-risk",NA,7502218,"2024-09-26","Vermin trap 800 metres south east of Trowlesworthy Warren House forming part of Trowlesworthy Warren","POINT(-4.010648 50.460757)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/41199",NA,NA,NA,"Vermin trap 800m south east of Trowlesworthy Warren House forming part of Trowlesworthy Warren","https://historicengland.org.uk/listing/the-list/list-entry/1014464","SX 57384 64258",257384,64258,NA,50.4607660809855,-4.010622427504
1014465,"heritage-at-risk",NA,7500878,"2024-09-26","Vermin trap 510 metres WSW of Great Trowlesworthy Tor forming part of Trowlesworthy Warren","POINT(-4.008450 50.458942)",NA,"geography","https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/42328",NA,NA,NA,"Vermin trap 510m WSW of Great Trowlesworthy Tor forming part of Trowlesworthy Warren","https://historicengland.org.uk/listing/the-list/list-entry/1014465","SX 57534 64052",257534,64052,NA,50.458951131292,-4.00843206573229
