"reference","ID","Name","Grade","Listing.date","Amendment.date","Capture.scale","NHLE.link","National.Grid.Reference","Easting","Northing","dataset","end.date","entity","entry.date","geojson","geometry","name","organisation.entity","point","prefix","start.date","typology","categories","documentation.url","geography","heritage.at.risk","legislation","notes","organisation"
"1137682","115378","PARISH CHURCH OF ALL SAINTS","II*","7/13/1964 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1137682","TL 13398 51706",513398,251706,"heritage-at-risk",NA,7505241,"2024-09-26",NA,"MULTIPOLYGON (((-0.343934 52.152007,-0.343951 52.152027,-0.343970 52.152008,-0.343934 52.152007)))","Parish Church of All Saints, High Street",16,"POINT(-0.343952 52.152014)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11484",NA,NA,NA,NA,NA
"1137817","115509","CHURCH OF ALL SAINTS","I","10/31/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1137817","TL 24977 45596",524977,245596,"heritage-at-risk",NA,7503275,"2021-12-01",NA,"MULTIPOLYGON (((-0.177020 52.094606,-0.177038 52.094626,-0.177057 52.094607,-0.177020 52.094606)))","Church of All Saints",16,"POINT(-0.177038 52.094613)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21114",NA,NA,NA,NA,NA
"1137851","115543","CASTLE PARK
FORMER COACH HOUSES AND STABLES, CASTLE PARK
THE FLAT, CASTLE PARK","I","3/21/1985 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1137851","NY 68482 19978",368482,519978,"heritage-at-risk",NA,7503276,"2024-09-26",NA,"MULTIPOLYGON (((-2.489046 54.574028,-2.489066 54.574048,-2.489085 54.574028,-2.489046 54.574028)))","Former Coach Houses and Stables, Castle Park, Boroughgate",16,"POINT(-2.489066 54.574035)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/135583",NA,NA,NA,NA,NA
"1138257","115944","CHURCH OF ST JOHN AND ADJOINING COMMUNITY HALL","II*","06/06/1951 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138257","NY 00432 28499",300432,528499,"heritage-at-risk",NA,7503215,"2024-09-26",NA,"MULTIPOLYGON (((-3.544313 54.641745,-3.544333 54.641764,-3.544352 54.641744,-3.544313 54.641745)))","Church of St John and adjoining parish room, Washington Street",16,"POINT(-3.544333 54.641751)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18355",NA,NA,NA,NA,NA
"1138456","116140","BRIDGE OVER MOAT AT HULME HALL","II*","03/10/1953 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138456","SJ 72492 72433",372492,372433,"heritage-at-risk",NA,7503388,"2024-09-26",NA,"MULTIPOLYGON (((-2.413687 53.248204,-2.413706 53.248224,-2.413724 53.248204,-2.413687 53.248204)))","Bridge over moat, Hulme Hall Lane",16,"POINT(-2.413706 53.248211)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46478",NA,NA,NA,NA,NA
"1138505","116188","BARN AND FARM BUILDINGS AT DEMESNE FARM","II*","09/05/1986 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138505","SJ 70443 47283",370443,347283,"heritage-at-risk",NA,7503228,"2024-09-26",NA,"MULTIPOLYGON (((-2.442068 53.022028,-2.442087 53.022047,-2.442105 53.022028,-2.442068 53.022028)))","Barn and farm buildings at Demesne Farm, Doddington Park",16,"POINT(-2.442087 53.022034)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46459",NA,NA,NA,NA,NA
"1138523","116206","BAPTIST CHAPEL","II","01/12/1967 00:00","5/19/1986 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138523","SJ 66341 43633",366341,343633,"heritage-at-risk",NA,7503229,"2021-12-01",NA,"MULTIPOLYGON (((-2.502836 52.988975,-2.502855 52.988995,-2.502874 52.988975,-2.502836 52.988975)))","Audlem Baptist Chapel, Sandy Lane, Audlem",16,"POINT(-2.502855 52.988982)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/13256",NA,NA,NA,NA,NA
"1138721","116404","SOMERFORD BOOTHS HALL","II*","06/06/1952 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138721","SJ 83075 65536",383075,365536,"heritage-at-risk",NA,7503230,"2024-09-26",NA,"MULTIPOLYGON (((-2.254719 53.186655,-2.254738 53.186675,-2.254757 53.186655,-2.254719 53.186655)))","Somerford Booths Hall, Hallgreen Lane",16,"POINT(-2.254738 53.186662)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/136233",NA,NA,NA,NA,NA
"1138795","116478","CHURCH OF ST MICHAEL AND ALL ANGELS","II*","12/05/1986 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138795","SJ 70390 66250",370390,366250,"heritage-at-risk",NA,7503219,"2024-09-26",NA,"MULTIPOLYGON (((-2.444611 53.192514,-2.444630 53.192534,-2.444649 53.192514,-2.444611 53.192514)))","Church of St Michael and All Angels, Middlewich",16,"POINT(-2.444630 53.192521)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14271",NA,NA,NA,NA,NA
"1138927","116609","CHURCH OF ST JOHN THE BAPTIST","II*","4/14/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1138927","SJ 98386 76589",398386,376589,"heritage-at-risk",NA,7505261,"2024-09-26",NA,"MULTIPOLYGON (((-2.025650 53.286278,-2.025669 53.286297,-2.025687 53.286277,-2.025650 53.286278)))","Church of St John the Baptist, Hooleyhey Lane, Saltersford",16,"POINT(-2.025669 53.286284)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/22861",NA,NA,NA,NA,NA
"1139021","116701","5-13, GREY STREET","II*","11/12/1965 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1139021","NZ 24993 64121",424993,564121,"heritage-at-risk",NA,7503286,"2024-09-26",NA,"MULTIPOLYGON (((-1.611115 54.971084,-1.611135 54.971104,-1.611154 54.971084,-1.611115 54.971084)))","5-13, Grey Street, Newcastle upon Tyne",16,"POINT(-1.611135 54.971091)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49895",NA,NA,NA,NA,NA
"1139083","116762","CHURCH OF ST MARY AND ATTACHED WALLS, PIERS AND GATES","II","5/14/1974 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1139083","TQ 25670 84018",525670,184018,"heritage-at-risk",NA,7503413,"2024-09-26",NA,"MULTIPOLYGON (((-0.189232 51.541074,-0.189249 51.541094,-0.189268 51.541075,-0.189232 51.541074)))","Church of St Mary, Priory Road, Camden",16,"POINT(-0.189250 51.541081)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12036",NA,NA,NA,NA,NA
"1139326","116998","CHURCH OF ALL SAINTS","II","6/14/1984 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1139326","SJ 64969 87416",364969,387416,"heritage-at-risk",NA,7503414,"2021-05-27",NA,"MULTIPOLYGON (((-2.528088 53.382431,-2.528107 53.382451,-2.528126 53.382431,-2.528088 53.382431)))","Church of All Saints, Thelwall New Road, Thelwall",16,"POINT(-2.528107 53.382438)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11448",NA,NA,NA,NA,NA
"1139509","117171","ASTON PARK","II*","03/05/1959 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1139509","SJ 67717 78118",367717,378118,"heritage-at-risk",NA,7503266,"2024-09-26",NA,"MULTIPOLYGON (((-2.485824 53.299033,-2.485843 53.299053,-2.485862 53.299033,-2.485824 53.299033)))","Aston Park",16,"POINT(-2.485843 53.299040)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/136798",NA,NA,NA,NA,NA
"1139613","117274","RED BARNS HOUSE AND RED BARNS HOTEL","II*","4/29/1988 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1139613","NZ 59668 24923",459668,524923,"heritage-at-risk",NA,7503268,"2021-05-27",NA,"MULTIPOLYGON (((-1.077560 54.615949,-1.077578 54.615969,-1.077598 54.615950,-1.077560 54.615949)))","Red Barns House and Red Barns Hotel, Kirkleatham Street",16,"POINT(-1.077579 54.615956)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/136865",NA,NA,NA,NA,NA
"1139628","117289","CHURCH OF ST CUTHBERT","II","4/29/1988 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1139628","NZ 53092 16709",453092,516709,"heritage-at-risk",NA,7503269,"2021-05-27",NA,"MULTIPOLYGON (((-1.180856 54.542873,-1.180875 54.542892,-1.180895 54.542873,-1.180856 54.542873)))","Church of St Cuthbert, Church Lane, Ormesby, Redcar",16,"POINT(-1.180875 54.542879)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16544",NA,NA,NA,NA,NA
"1140125","117776","FOOTBRIDGE (ON FORMER EGGINGTON ESTATE AT SK 264277)","II*","4/19/1990 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140125","SK2642327753",426423,327753,"heritage-at-risk",NA,7503270,"2024-09-26",NA,"MULTIPOLYGON (((-1.609098 52.846650,-1.609116 52.846669,-1.609135 52.846650,-1.609098 52.846650)))","Coalbrookdale footbridge, (on former Egginton Estate)",16,"POINT(-1.609116 52.846656)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46155",NA,NA,NA,NA,NA
"1140140","117791","Richmond Dock","II*","02/12/1987 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140140","SS 46471 30324",246471,130324,"heritage-at-risk",NA,7503346,"2024-09-26",NA,"MULTIPOLYGON (((-4.191835 51.051675,-4.191854 51.051694,-4.191871 51.051674,-4.191835 51.051675)))","Richmond Dock",16,"POINT(-4.191853 51.051681)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49409",NA,NA,NA,NA,NA
"1140308","117956","CHURCH OF ST PYNNOCHUS","I","8/21/1964 12:00:00 AM","4/30/1985 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140308","SX 20054 63233",220054,63233,"heritage-at-risk",NA,7503347,"2024-09-26",NA,"MULTIPOLYGON (((-4.535587 50.441268,-4.535605 50.441287,-4.535622 50.441267,-4.535587 50.441268)))","Church of St Pynnochus",16,"POINT(-4.535605 50.441274)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16857",NA,NA,NA,NA,NA
"1140437","118081","BENNERLEY VIADUCT","II*","11/21/1974 12:00:00 AM","9/30/2015 4:28:47 PM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140437","SK4726243835",447281,343847,"heritage-at-risk",NA,7503415,"2024-09-26",NA,"MULTIPOLYGON (((-1.299545 52.988923,-1.294800 52.990734,-1.294794 52.990730,-1.294623 52.990795,-1.294694 52.990864,-1.294863 52.990799,-1.294860 52.990794,-1.299577 52.988996,-1.299545 52.988923)))","Bennerley Viaduct, Awsworth Road (part located in Erewash Borough)",16,"POINT(-1.297109 52.989895)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49670",NA,NA,NA,NA,NA
"1140446","118090","UNITED REFORMED CHURCH AND ATTACHED PARISH ROOMS","II","11/06/1986 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140446","SK4636341648",446363,341648,"heritage-at-risk",NA,7503416,"2024-09-26",NA,"MULTIPOLYGON (((-1.311073 52.970206,-1.311091 52.970225,-1.311110 52.970206,-1.311073 52.970206)))","United Reformed Church and attached parish rooms, Wharncliffe Road, Ilkeston",16,"POINT(-1.311091 52.970212)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12454",NA,NA,NA,NA,NA
"1140518","118162","CALF HOUSE AT LITHIACK AND STABLE ADJACENT TO NORTH","II*","10/09/1987 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140518","SX 35882 58420",235882,58420,"heritage-at-risk",NA,7503271,"2024-09-26",NA,"MULTIPOLYGON (((-4.310764 50.402658,-4.310783 50.402677,-4.310799 50.402658,-4.310764 50.402658)))","Calf House at Lithiack and stable adjacent to north, Port Eliot Estate",16,"POINT(-4.310782 50.402664)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50015",NA,NA,NA,NA,NA
"1140619","118263","The English Garden House","II*","1/23/1968 12:00:00 AM","12/05/2018 14:23","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140619","SX4549053170",245490,53168,"heritage-at-risk",NA,7503417,"2024-09-26",NA,"MULTIPOLYGON (((-4.173537 50.358193,-4.173652 50.358159,-4.173597 50.358086,-4.173648 50.358069,-4.173594 50.357999,-4.173546 50.358015,-4.173538 50.358006,-4.173473 50.358026,-4.173478 50.358035,-4.173420 50.358054,-4.173445 50.358088,-4.173503 50.358069,-4.173520 50.358090,-4.173477 50.358103,-4.173489 50.358118,-4.173518 50.358123,-4.173544 50.358156,-4.173515 50.358165,-4.173537 50.358193)))","English Garden House",16,"POINT(-4.173553 50.358088)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/137616",NA,NA,NA,NA,NA
"1140786","118429","CHURCH OF ST SAMPSON","I","8/21/1964 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1140786","SX 32958 72626",232958,72626,"heritage-at-risk",NA,7503274,"2024-09-26",NA,"MULTIPOLYGON (((-4.358223 50.529486,-4.358242 50.529505,-4.358258 50.529485,-4.358223 50.529486)))","Church of St Sampson",16,"POINT(-4.358241 50.529492)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/14912",NA,NA,NA,NA,NA
"1141603","119245","Dry Sand shop and Green Sand shop","II*","5/30/1967 12:00:00 AM","1/31/1990 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1141603","SW 77616 38429",177616,38429,"heritage-at-risk",NA,7503277,"2024-09-26",NA,"MULTIPOLYGON (((-5.117783 50.203984,-5.117802 50.204003,-5.117818 50.203983,-5.117783 50.203984)))","Dry sand and green sand shop, Perran Foundry, Perran Wharf",16,"POINT(-5.117801 50.203990)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49086",NA,NA,NA,NA,NA
"1141643","119285","ENGINEERS SHOP","II*","5/30/1967 12:00:00 AM","1/31/1990 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1141643","SW 77573 38408",177573,38408,"heritage-at-risk",NA,7503351,"2024-09-26",NA,"MULTIPOLYGON (((-5.118372 50.203779,-5.118391 50.203798,-5.118407 50.203778,-5.118372 50.203779)))","Engineers' Shop, Perran Foundry, Perran Wharf",16,"POINT(-5.118390 50.203785)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49084",NA,NA,NA,NA,NA
"1141656","119298","TOWER OF FORMER CHURCH OF SAINT KEA","II*","5/30/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1141656","SW 84423 41701",184423,41701,"heritage-at-risk",NA,7503278,"2024-09-26",NA,"MULTIPOLYGON (((-5.024399 50.235888,-5.024418 50.235907,-5.024434 50.235887,-5.024399 50.235888)))","Tower of former church of St Kea",16,"POINT(-5.024417 50.235894)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/336976",NA,NA,NA,NA,NA
"1141915","119556","CHURCH OF ST RUMON","I","07/10/1957 00:00","10/09/1984 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1141915","SW7038316426",170383,16426,"heritage-at-risk",NA,7503279,"2024-09-26",NA,"MULTIPOLYGON (((-5.205755 50.003646,-5.205774 50.003665,-5.205790 50.003645,-5.205755 50.003646)))","Church of St Rumon, Ruan Major",16,"POINT(-5.205773 50.003652)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50122",NA,NA,NA,NA,NA
"1141938","119579","CHURCH OF ST GRADE","I","07/10/1957 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1141938","SW 71220 14297",171220,14298,"heritage-at-risk",NA,7503280,"2024-09-26",NA,"MULTIPOLYGON (((-5.192828 49.984851,-5.192847 49.984870,-5.192863 49.984850,-5.192828 49.984851)))","Church of St Grade",16,"POINT(-5.192846 49.984857)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11019",NA,NA,NA,NA,NA
"1142294","119933","MAIDEN STREET METHODIST CHURCH","II*","09/02/1996 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1142294","SY 67993 78757",367993,78758,"heritage-at-risk",NA,7503355,"2024-09-26",NA,"MULTIPOLYGON (((-2.453661 50.607631,-2.453679 50.607650,-2.453696 50.607631,-2.453661 50.607631)))","Maiden Street Methodist Church, Maiden Street, Weymouth",16,"POINT(-2.453679 50.607637)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49307",NA,NA,NA,NA,NA
"1142367","120006","CHURCH OF ST PROTUS AND ST HYACINTH","I","06/06/1969 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1142367","SX 10038 73122",210038,73123,"heritage-at-risk",NA,7503281,"2024-09-26",NA,"MULTIPOLYGON (((-4.681512 50.526952,-4.681531 50.526971,-4.681547 50.526952,-4.681512 50.526952)))","Church of St Protus and St Hyacinth",16,"POINT(-4.681530 50.526958)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19142",NA,NA,NA,NA,NA
"1142426","120064","PARISH CHURCH OF ST ANNE","I","9/29/1961 12:00:00 AM","10/12/1984 00:00","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1142426","SX 26294 98610",226294,98610,"heritage-at-risk",NA,7503282,"2024-09-26",NA,"MULTIPOLYGON (((-4.464338 50.760999,-4.464357 50.761018,-4.464373 50.760998,-4.464338 50.760999)))","Parish Church of St Anne, Whitstone Head",16,"POINT(-4.464356 50.761005)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/15291",NA,NA,NA,NA,NA
"1142437","120075","CHURCH OF ST DENIS","I","9/29/1961 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1142437","SX 31195 97327",231195,97328,"heritage-at-risk",NA,7503284,"2024-09-26",NA,"MULTIPOLYGON (((-4.394325 50.750925,-4.394343 50.750944,-4.394360 50.750924,-4.394325 50.750925)))","Church of St Denis",16,"POINT(-4.394343 50.750931)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18079",NA,NA,NA,NA,NA
"1142573","120209","Sara's Foundry, Town Mill","II*","09/12/1989 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1142573","SW 69141 42586",169141,42586,"heritage-at-risk",NA,7503441,"2024-09-26",NA,"MULTIPOLYGON (((-5.238882 50.238066,-5.238901 50.238085,-5.238917 50.238065,-5.238882 50.238066)))","Sara's Foundry, Tolgus Place",16,"POINT(-5.238900 50.238072)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48504",NA,NA,NA,NA,NA
"1142639","120275","ROSEWARNE HOUSE","II*","12/01/1951 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1142639","SW 64837 40411",164837,40411,"heritage-at-risk",NA,7503285,"2021-12-01",NA,"MULTIPOLYGON (((-5.297787 50.216841,-5.297806 50.216860,-5.297822 50.216840,-5.297787 50.216841)))","Rosewarne House (Gladys Holman House), Tehidy Road",16,"POINT(-5.297805 50.216847)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50276",NA,NA,NA,NA,NA
"1142640","120276","Church of St John the Evangelist with attached churchyard wall and gateway","II","09/12/1989 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1142640","SW 65059 37814",165059,37814,"heritage-at-risk",NA,7505262,"2024-09-26",NA,"MULTIPOLYGON (((-5.293075 50.193612,-5.293094 50.193631,-5.293110 50.193611,-5.293075 50.193612)))","Church of St John the Evangelist, Treslothan",16,"POINT(-5.293093 50.193618)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/10265",NA,NA,NA,NA,NA
"1143288","120919","BOTALLACK MANOR HOUSE","II*","4/26/1950 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1143288","SW 36721 33041",136721,33041,"heritage-at-risk",NA,7505263,"2024-09-26",NA,"MULTIPOLYGON (((-5.685989 50.138855,-5.686008 50.138874,-5.686024 50.138854,-5.685989 50.138855)))","Botallack Manor House",16,"POINT(-5.686007 50.138861)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/139693",NA,NA,NA,NA,NA
"1143291","120922","METHODIST CHURCH (FORMER WESLEYAN CHAPEL) AND ATTACHED VESTRY","II*","9/21/1973 12:00:00 AM","4/14/1999 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1143291","SW 36907 31570",136907,31570,"heritage-at-risk",NA,7503340,"2024-09-26",NA,"MULTIPOLYGON (((-5.682378 50.125735,-5.682397 50.125754,-5.682413 50.125734,-5.682378 50.125735)))","Methodist Chuch (former Wesleyan Chapel), Chapel Road",16,"POINT(-5.682396 50.125741)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16332",NA,NA,NA,NA,NA
"1143685","121312","FORMER OFFICES AND REMAINS OF FOUNDRY OF HARVEY AND COMPANY","II*","4/29/1983 12:00:00 AM","11/07/2000 00:00","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1143685","SW 55822 37164",155822,37164,"heritage-at-risk",NA,7505234,"2024-09-26",NA,"MULTIPOLYGON (((-5.421837 50.184037,-5.421856 50.184056,-5.421872 50.184036,-5.421837 50.184037)))","Former Offices and Remains of Foundry of Harvey and Company, 24, Foundry Square",16,"POINT(-5.421855 50.184043)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/390615",NA,NA,NA,NA,NA
"1144096","121721","THE OLD RECTORY","II*","4/16/1986 12:00:00 AM","05/12/1988 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1144096","SW 91170 63919",191170,63919,"heritage-at-risk",NA,7503341,"2024-09-26",NA,"MULTIPOLYGON (((-4.942223 50.437863,-4.942242 50.437882,-4.942258 50.437863,-4.942223 50.437863)))","Old Bishop's Palace, Old Rectory Drive",16,"POINT(-4.942241 50.437869)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50183",NA,NA,NA,NA,NA
"1144097","121722","FLANKING WALLS AND GATEWAY TO THE BRIDGE OVER THE MOAT ABOUT 8 METRES EAST OF THE OLD RECTORY","II*","05/12/1988 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1144097","SW 91192 63908",191192,63908,"heritage-at-risk",NA,7503490,"2024-09-26",NA,"MULTIPOLYGON (((-4.941908 50.437773,-4.941926 50.437792,-4.941943 50.437772,-4.941908 50.437773)))","Flanking walls and gateway to the bridge over moat about 8 metres east of Old Rectory, Old Rectory Drive",16,"POINT(-4.941926 50.437779)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50182",NA,NA,NA,NA,NA
"1144292","121916","WESLEYAN CHAPEL AND ATTACHED SCHOOLROOMS","II*","03/11/1974 00:00","3/22/1999 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1144292","SX 03778 51807",203778,51807,"heritage-at-risk",NA,7503342,"2021-12-01",NA,"MULTIPOLYGON (((-4.758576 50.333409,-4.758595 50.333428,-4.758611 50.333408,-4.758576 50.333409)))","Charlestown Methodist Church, Charlestown Road",16,"POINT(-4.758594 50.333415)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48272",NA,NA,NA,NA,NA
"1144493","122115","CHURCH OF ALLHALLOWS","II","01/03/1986 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1144493","NY 19732 42513",319732,542513,"heritage-at-risk",NA,7503343,"2024-09-26",NA,"MULTIPOLYGON (((-3.249213 54.771096,-3.249233 54.771115,-3.249252 54.771095,-3.249213 54.771096)))","All Saints Church of Allhallows, B5299, Fletchertown",16,"POINT(-3.249233 54.771102)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18949",NA,NA,NA,NA,NA
"1144506","122127","CHURCH OF ST MUNGO","I","03/03/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1144506","NY 07247 36389",307247,536389,"heritage-at-risk",NA,7503491,"2024-09-26",NA,"MULTIPOLYGON (((-3.441263 54.713924,-3.441283 54.713943,-3.441302 54.713923,-3.441263 54.713924)))","Church of St Mungo, Church Street",16,"POINT(-3.441283 54.713930)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18960",NA,NA,NA,NA,NA
"1144575","122196","CHURCH OF ST MARY","II","03/03/1967 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1144575","NY 22645 25426",322645,525426,"heritage-at-risk",NA,7503344,"2024-09-26",NA,"MULTIPOLYGON (((-3.199407 54.618034,-3.199427 54.618053,-3.199446 54.618034,-3.199407 54.618034)))","Church of St Mary, Thornthwaite",16,"POINT(-3.199427 54.618040)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12364",NA,NA,NA,NA,NA
