Heritage Category,List Entry Number
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1016885
 Scheduled Monument,1016953
 Scheduled Monument,1017020
 Scheduled Monument,1017051
 Scheduled Monument,1017120
 Scheduled Monument,1017137
 Scheduled Monument,1017237
 Scheduled Monument,1017251
 Scheduled Monument,1017268
 Scheduled Monument,1017269
 Scheduled Monument,1017285
 Scheduled Monument,1017318
 Scheduled Monument,1017321
 Scheduled Monument,1017337
 Scheduled Monument,1017352
 Scheduled Monument,1017353
 Scheduled Monument,1017354
 Scheduled Monument,1017368
 Scheduled Monument,1017453
 Scheduled Monument,1017485
 Scheduled Monument,1017487
 Scheduled Monument,1010791
 Scheduled Monument,1010811
 Scheduled Monument,1010892
 Scheduled Monument,1010910
 Scheduled Monument,1011027
 Scheduled Monument,1011028
 Scheduled Monument,1011095
 Scheduled Monument,1011195
 Scheduled Monument,1011212
 Scheduled Monument,1011260
 Scheduled Monument,1011396
 Scheduled Monument,1011412
 Scheduled Monument,1011479
 Scheduled Monument,1011530
 Scheduled Monument,1011579
 Scheduled Monument,1011596
 Scheduled Monument,1011612
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1017604
 Scheduled Monument,1017655
 Scheduled Monument,1017838
 Scheduled Monument,1017922
 Scheduled Monument,1017955
 Scheduled Monument,1017971
 Scheduled Monument,1010283
 Scheduled Monument,1010416
 Scheduled Monument,1010434
 Scheduled Monument,1010501
 Scheduled Monument,1010616
 Scheduled Monument,1010634
 Scheduled Monument,1010636
 Scheduled Monument,1011678
 Scheduled Monument,1011694
 Scheduled Monument,1011746
 Scheduled Monument,1011763
 Scheduled Monument,1011864
 Scheduled Monument,1011997
 Scheduled Monument,1012029
 Scheduled Monument,1012030
 Scheduled Monument,1012045
 Scheduled Monument,1012112
 Scheduled Monument,1012147
 Scheduled Monument,1012148
 Scheduled Monument,1012195
 Scheduled Monument,1012197
 Scheduled Monument,1012214
 Scheduled Monument,1012232
 Scheduled Monument,1012264
 Scheduled Monument,1012349
 Scheduled Monument,1012414
 Scheduled Monument,1012479
 Scheduled Monument,1012515
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1010935
 Scheduled Monument,1011000
 Scheduled Monument,1011051
 Scheduled Monument,1011117
 Scheduled Monument,1011167
 Scheduled Monument,1011170
 Scheduled Monument,1011221
 Scheduled Monument,1011251
 Scheduled Monument,1011285
 Scheduled Monument,1011303
 Scheduled Monument,1011351
 Scheduled Monument,1011371
 Scheduled Monument,1011436
 Scheduled Monument,1011569
 Scheduled Monument,1012631
 Scheduled Monument,1012665
 Scheduled Monument,1012700
 Scheduled Monument,1012714
 Scheduled Monument,1012747
 Scheduled Monument,1012765
 Scheduled Monument,1012766
 Scheduled Monument,1012767
 Scheduled Monument,1012783
 Scheduled Monument,1012864
 Scheduled Monument,1012982
 Scheduled Monument,1012983
 Scheduled Monument,1013016
 Scheduled Monument,1013165
 Scheduled Monument,1013215
 Scheduled Monument,1013216
 Scheduled Monument,1013217
 Scheduled Monument,1013232
 Scheduled Monument,1013333
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1011654
 Scheduled Monument,1011670
 Scheduled Monument,1011671
 Scheduled Monument,1011719
 Scheduled Monument,1011720
 Scheduled Monument,1011770
 Scheduled Monument,1011822
 Scheduled Monument,1011839
 Scheduled Monument,1012088
 Scheduled Monument,1012089
 Scheduled Monument,1012090
 Scheduled Monument,1012103
 Scheduled Monument,1012153
 Scheduled Monument,1012172
 Scheduled Monument,1012239
 Scheduled Monument,1012274
 Scheduled Monument,1012323
 Scheduled Monument,1012354
 Scheduled Monument,1012439
 Scheduled Monument,1012455
 Scheduled Monument,1013418
 Scheduled Monument,1013449
 Scheduled Monument,1013469
 Scheduled Monument,1013500
 Scheduled Monument,1013516
 Scheduled Monument,1013599
 Scheduled Monument,1013602
 Scheduled Monument,1013649
 Scheduled Monument,1013702
 Scheduled Monument,1013803
 Scheduled Monument,1013885
 Scheduled Monument,1013886
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1018007
 Scheduled Monument,1018057
 Scheduled Monument,1018109
 Scheduled Monument,1018134
 Scheduled Monument,1018143
 Scheduled Monument,1018161
 Scheduled Monument,1018175
 Scheduled Monument,1018227
 Scheduled Monument,1018250
 Scheduled Monument,1018327
 Scheduled Monument,1018411
 Scheduled Monument,1018418
 Scheduled Monument,1018445
 Scheduled Monument,1018468
 Scheduled Monument,1012473
 Scheduled Monument,1012488
 Scheduled Monument,1012489
 Scheduled Monument,1012707
 Scheduled Monument,1012724
 Scheduled Monument,1012775
 Scheduled Monument,1012856
 Scheduled Monument,1013041
 Scheduled Monument,1013056
 Scheduled Monument,1013106
 Scheduled Monument,1013159
 Scheduled Monument,1013176
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1018536
 Scheduled Monument,1018559
 Scheduled Monument,1018584
 Scheduled Monument,1018595
 Scheduled Monument,1018629
 Scheduled Monument,1018818
 Scheduled Monument,1018893
 Scheduled Monument,1019086
 Scheduled Monument,1019129
 Scheduled Monument,1019152
 Scheduled Monument,1019236
 Scheduled Monument,1019270
 Scheduled Monument,1019322
 Scheduled Monument,1019370
 Scheduled Monument,1013374
 Scheduled Monument,1013458
 Scheduled Monument,1013474
 Scheduled Monument,1013494
 Scheduled Monument,1013624
 Scheduled Monument,1013627
 Scheduled Monument,1013691
 Scheduled Monument,1013694
 Scheduled Monument,1013727
 Scheduled Monument,1013777
 Scheduled Monument,1013794
 Scheduled Monument,1013809
 Scheduled Monument,1013860
 Scheduled Monument,1013876
 Scheduled Monument,1013877
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1019381
 Scheduled Monument,1019395
 Scheduled Monument,1019413
 Scheduled Monument,1019488
 Scheduled Monument,1019556
 Scheduled Monument,1019572
 Scheduled Monument,1019588
 Scheduled Monument,1019590
 Scheduled Monument,1019620
 Scheduled Monument,1019745
 Scheduled Monument,1019763
 Scheduled Monument,1019788
 Scheduled Monument,1019820
 Scheduled Monument,1019831
 Scheduled Monument,1019872
 Scheduled Monument,1019924
 Scheduled Monument,1019988
 Scheduled Monument,1019990
 Scheduled Monument,1020004
 Scheduled Monument,1020006
 Scheduled Monument,1020024
 Scheduled Monument,1020079
 Scheduled Monument,1020081
 Scheduled Monument,1020090
 Scheduled Monument,1020115
 Scheduled Monument,1020129
 Scheduled Monument,1020165
 Scheduled Monument,1020238
 Scheduled Monument,1020247
 Scheduled Monument,1002945
 Scheduled Monument,1002946
 Scheduled Monument,1002964
 Scheduled Monument,1003013
 Scheduled Monument,1003082
 Scheduled Monument,1003095
 Scheduled Monument,1003097
 Scheduled Monument,1003114
 Scheduled Monument,1003246
 Scheduled Monument,1003264
 Scheduled Monument,1003265
 Scheduled Monument,1003297
 Scheduled Monument,1003299
 Scheduled Monument,1003364
 Scheduled Monument,1003530
 Scheduled Monument,1003563
 Scheduled Monument,1003581
 Scheduled Monument,1003599
 Scheduled Monument,1003630
 Scheduled Monument,1003666
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1020313
 Scheduled Monument,1020349
 Scheduled Monument,1020358
 Scheduled Monument,1020381
 Scheduled Monument,1020458
 Scheduled Monument,1020565
 Scheduled Monument,1020601
 Scheduled Monument,1020617
 Scheduled Monument,1020626
 Scheduled Monument,1020656
 Scheduled Monument,1020665
 Scheduled Monument,1020667
 Scheduled Monument,1020765
 Scheduled Monument,1020774
 Scheduled Monument,1020776
 Scheduled Monument,1020808
 Scheduled Monument,1020815
 Scheduled Monument,1020842
 Scheduled Monument,1020901
 Scheduled Monument,1020942
 Scheduled Monument,1021058
 Scheduled Monument,1021069
 Scheduled Monument,1021076
 Scheduled Monument,1003782
 Scheduled Monument,1003797
 Scheduled Monument,1003816
 Scheduled Monument,1003850
 Scheduled Monument,1003865
 Scheduled Monument,1003901
 Scheduled Monument,1004067
 Scheduled Monument,1004098
 Scheduled Monument,1004099
 Scheduled Monument,1004149
 Scheduled Monument,1004234
 Scheduled Monument,1004235
 Scheduled Monument,1004265
 Scheduled Monument,1004267
 Scheduled Monument,1004316
 Scheduled Monument,1004334
 Scheduled Monument,1004402
 Scheduled Monument,1004434
 Scheduled Monument,1004466
 Scheduled Monument,1004467
 Scheduled Monument,1004483
 Scheduled Monument,1004533
 Scheduled Monument,1004550
 Scheduled Monument,1004585
 Scheduled Monument,1004600
 Scheduled Monument,1004602
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1021135
 Scheduled Monument,1021151
 Scheduled Monument,1021210
 Scheduled Monument,1021233
 Scheduled Monument,1021242
 Scheduled Monument,1021258
 Scheduled Monument,1021269
 Scheduled Monument,1021303
 Scheduled Monument,1021308
 Scheduled Monument,1021310
 Scheduled Monument,1021317
 Scheduled Monument,1021335
 Scheduled Monument,1021358
 Scheduled Monument,1021385
 Scheduled Monument,1021392
 Scheduled Monument,1021394
 Scheduled Monument,1021408
 Scheduled Monument,1021410
 Scheduled Monument,1021435
 Scheduled Monument,1021442
 Listed Building grade II*,1021635
 Scheduled Monument,1004651
 Scheduled Monument,1004652
 Scheduled Monument,1004684
 Scheduled Monument,1004702
 Scheduled Monument,1004767
 Scheduled Monument,1004801
 Scheduled Monument,1004802
 Scheduled Monument,1004835
 Scheduled Monument,1004870
 Scheduled Monument,1004917
 Scheduled Monument,1004918
 Scheduled Monument,1004934
 Scheduled Monument,1004937
 Scheduled Monument,1004986
 Scheduled Monument,1005034
 Scheduled Monument,1005134
 Scheduled Monument,1005137
 Scheduled Monument,1005202
 Scheduled Monument,1005221
 Scheduled Monument,1005286
 Scheduled Monument,1005287
 Scheduled Monument,1005352
 Scheduled Monument,1005355
 Scheduled Monument,1005421
 Scheduled Monument,1005422
 Scheduled Monument,1005487
 Scheduled Monument,1005488
 Scheduled Monument,1005552
 Scheduled Monument,1005604
 Scheduled Monument,1005605
 Scheduled Monument,1005638
 Scheduled Monument,1005686
 Scheduled Monument,1005687
 Scheduled Monument,1005722
 Scheduled Monument,1005736
 Scheduled Monument,1005756
 Scheduled Monument,1005772
 Scheduled Monument,1005786
 Scheduled Monument,1005789
 Scheduled Monument,1005806
 Scheduled Monument,1005838
 Scheduled Monument,1006005
 Scheduled Monument,1006037
 Scheduled Monument,1006038
 Scheduled Monument,1006055
 Scheduled Monument,1006073
 Scheduled Monument,1018073
 Scheduled Monument,1018103
 Scheduled Monument,1018121
 Scheduled Monument,1018173
 Scheduled Monument,1018189
 Scheduled Monument,1018190
 Scheduled Monument,1018221
 Scheduled Monument,1018240
 Scheduled Monument,1018354
 Scheduled Monument,1018370
 Scheduled Monument,1018389
 Scheduled Monument,1018456
 Scheduled Monument,1018472
 Scheduled Monument,1018588
 Scheduled Monument,1018604
 Scheduled Monument,1018605
 Scheduled Monument,1018607
 Scheduled Monument,1018674
 Scheduled Monument,1018689
 Scheduled Monument,1018691
 Scheduled Monument,1018839
 Scheduled Monument,1018857
 Scheduled Monument,1018858
 Scheduled Monument,1018874
 Scheduled Monument,1018891
 Scheduled Monument,1018922
 Scheduled Monument,1018955
 Scheduled Monument,1018956
 Scheduled Monument,1018958
 Scheduled Monument,1019109
 Scheduled Monument,1019139
 Scheduled Monument,1019274
 Scheduled Monument,1019325
 Scheduled Monument,1019340
 Scheduled Monument,1019341
 Scheduled Monument,1019360
 Scheduled Monument,1019440
 Scheduled Monument,1019543
 Scheduled Monument,1019591
 Scheduled Monument,1019593
 Scheduled Monument,1019627
 Scheduled Monument,1019642
 Scheduled Monument,1019643
 Scheduled Monument,1019724
 Scheduled Monument,1019727
 Scheduled Monument,1019741
 Scheduled Monument,1019742
 Scheduled Monument,1019777
 Scheduled Monument,1019778
 Scheduled Monument,1019825
 Scheduled Monument,1019828
 Scheduled Monument,1019876
 Scheduled Monument,1019978
 Scheduled Monument,1020011
 Scheduled Monument,1020075
 Scheduled Monument,1020092
 Scheduled Monument,1020143
 Scheduled Monument,1020160
 Scheduled Monument,1020179
 Scheduled Monument,1020293
 Scheduled Monument,1020327
 Scheduled Monument,1020346
 Scheduled Monument,1020359
 Scheduled Monument,1020393
 Scheduled Monument,1020394
 Scheduled Monument,1020476
 Scheduled Monument,1020493
 Scheduled Monument,1020494
 Scheduled Monument,1020580
 Scheduled Monument,1020611
 Scheduled Monument,1020662
 Scheduled Monument,1020728
 Scheduled Monument,1020730
 Scheduled Monument,1020746
 Scheduled Monument,1020762
 Scheduled Monument,1020764
 Scheduled Monument,1020812
 Scheduled Monument,1020847
 Scheduled Monument,1020861
 Scheduled Monument,1020862
 Scheduled Monument,1020863
 Scheduled Monument,1020994
 Scheduled Monument,1021064
 Scheduled Monument,1021148
 Scheduled Monument,1021164
 Scheduled Monument,1021181
 Scheduled Monument,1021215
 Scheduled Monument,1021312
 Scheduled Monument,1021313
 Scheduled Monument,1021314
 Scheduled Monument,1021346
 Scheduled Monument,1021380
 Scheduled Monument,1021382
 Scheduled Monument,1021415
 Scheduled Monument,1021449
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1007848
 Scheduled Monument,1007855
 Scheduled Monument,1007857
 Scheduled Monument,1007864
 Scheduled Monument,1007866
 Scheduled Monument,1007891
 Scheduled Monument,1007923
 Scheduled Monument,1007932
 Scheduled Monument,1007973
 Scheduled Monument,1008016
 Scheduled Monument,1008075
 Scheduled Monument,1008141
 Scheduled Monument,1008216
 Scheduled Monument,1008225
 Scheduled Monument,1008291
 Scheduled Monument,1008439
 Scheduled Monument,1008484
 Scheduled Monument,1008514
 Scheduled Monument,1008523
 Scheduled Monument,1008548
 Scheduled Monument,1008641
 Scheduled Monument,1008757
 Scheduled Monument,1008934
 Scheduled Monument,1008943
 Scheduled Monument,1009018
 Scheduled Monument,1009091
 Scheduled Monument,1009293
 Scheduled Monument,1009350
 Scheduled Monument,1009384
 Scheduled Monument,1009386
 Scheduled Monument,1009395
 Scheduled Monument,1009545
 Scheduled Monument,1009552
 Scheduled Monument,1009579
 Scheduled Monument,1009602
 Scheduled Monument,1009604
 Scheduled Monument,1009634
 Scheduled Monument,1009670
 Scheduled Monument,1009704
 Scheduled Monument,1009738
 Scheduled Monument,1009838
 Scheduled Monument,1009993
 Scheduled Monument,1010011
 Scheduled Monument,1010045
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1017996
 Scheduled Monument,1018029
 Scheduled Monument,1018114
 Scheduled Monument,1018228
 Scheduled Monument,1018230
 Scheduled Monument,1018349
 Scheduled Monument,1018379
 Scheduled Monument,1018380
 Scheduled Monument,1018399
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Protected Wreck Site,1000058
 Scheduled Monument,1018515
 Scheduled Monument,1018516
 Scheduled Monument,1018529
 Scheduled Monument,1018547
 Scheduled Monument,1018563
 Scheduled Monument,1018564
 Scheduled Monument,1018581
 Scheduled Monument,1018630
 Scheduled Monument,1018631
 Scheduled Monument,1018716
 Scheduled Monument,1018814
 Scheduled Monument,1018815
 Scheduled Monument,1018899
 Scheduled Monument,1018900
 Scheduled Monument,1018916
 Scheduled Monument,1018948
 Scheduled Monument,1018981
 Scheduled Monument,1019032
 Scheduled Monument,1019082
 Scheduled Monument,1019115
 Scheduled Monument,1019116
 Scheduled Monument,1019133
 Scheduled Monument,1019134
 Scheduled Monument,1019148
 Scheduled Monument,1019150
 Scheduled Monument,1019151
 Scheduled Monument,1019198
 Scheduled Monument,1019248
 Scheduled Monument,1019315
 Protected Wreck Site,1000085
 Registered Park and Garden grade II*,1000194
 Registered Park and Garden grade II*,1000319
 Registered Park and Garden grade II,1000342
 Registered Park and Garden grade II*,1000367
 Registered Park and Garden grade II*,1000394
 Registered Park and Garden grade II,1000517
 Registered Park and Garden grade II,1000544
 Registered Park and Garden grade II,1000601
 Registered Park and Garden grade II*,1000696
 Registered Park and Garden grade II*,1000719
 Registered Park and Garden grade II,1000930
 Scheduled Monument,1019365
 Scheduled Monument,1019367
 Scheduled Monument,1019400
 Scheduled Monument,1019415
 Scheduled Monument,1019416
 Scheduled Monument,1019432
 Scheduled Monument,1019433
 Scheduled Monument,1019533
 Scheduled Monument,1019551
 Scheduled Monument,1019566
 Scheduled Monument,1019617
 Scheduled Monument,1019618
 Scheduled Monument,1019649
 Scheduled Monument,1019783
 Scheduled Monument,1019784
 Scheduled Monument,1019836
 Scheduled Monument,1019853
 Scheduled Monument,1019867
 Scheduled Monument,1019869
 Scheduled Monument,1019884
 Scheduled Monument,1019901
 Scheduled Monument,1020002
 Scheduled Monument,1020017
 Scheduled Monument,1020069
 Scheduled Monument,1020084
 Scheduled Monument,1020137
 Scheduled Monument,1020185
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1020237
 Scheduled Monument,1020317
 Scheduled Monument,1020353
 Scheduled Monument,1020401
 Scheduled Monument,1020402
 Scheduled Monument,1020438
 Scheduled Monument,1020487
 Scheduled Monument,1020502
 Scheduled Monument,1020538
 Scheduled Monument,1020553
 Scheduled Monument,1020602
 Scheduled Monument,1020603
 Scheduled Monument,1020605
 Scheduled Monument,1020686
 Scheduled Monument,1020705
 Scheduled Monument,1020772
 Scheduled Monument,1020802
 Scheduled Monument,1020836
 Scheduled Monument,1020839
 Scheduled Monument,1020871
 Scheduled Monument,1020889
 Scheduled Monument,1020904
 Scheduled Monument,1020922
 Scheduled Monument,1020937
 Scheduled Monument,1020939
 Scheduled Monument,1020986
 Scheduled Monument,1020987
 Scheduled Monument,1021006
 Scheduled Monument,1021039
 Scheduled Monument,1021072
 Scheduled Monument,1021073
 Scheduled Monument,1021105
 Scheduled Monument,1021106
 Scheduled Monument,1021122
 Scheduled Monument,1021154
 Scheduled Monument,1021170
 Scheduled Monument,1021190
 Scheduled Monument,1021220
 Scheduled Monument,1021240
 Scheduled Monument,1021256
 Scheduled Monument,1021289
 Scheduled Monument,1021304
 Scheduled Monument,1021307
 Scheduled Monument,1021322
 Scheduled Monument,1021338
 Scheduled Monument,1021339
 Scheduled Monument,1021357
 Scheduled Monument,1021373
 Scheduled Monument,1021387
 Scheduled Monument,1021390
 Scheduled Monument,1021455
 Listed Building grade II*,1047637
 Listed Building grade I,1048220
 Listed Building grade II*,1049261
 Listed Building grade I,1049373
 Registered Park and Garden grade II*,1001053
 Registered Park and Garden grade II*,1001062
 Registered Park and Garden grade II,1001155
 Registered Park and Garden grade II,1001171
 Registered Park and Garden grade II,1001203
 Registered Park and Garden grade II,1001269
 Registered Park and Garden grade II*,1001271
 Registered Park and Garden grade II,1001280
 Registered Park and Garden grade II,1001446
 Registered Park and Garden grade II,1001471
 Registered Park and Garden grade II,1001507
 Registered Park and Garden grade II*,1001564
 Registered Park and Garden grade II,1001680
 Registered Park and Garden grade II,1001705
 Scheduled Monument,1001789
 Scheduled Monument,1001841
 Scheduled Monument,1001973
 Scheduled Monument,1001982
 Scheduled Monument,1001996
 Scheduled Monument,1002007
 Scheduled Monument,1002080
 Scheduled Monument,1002091
 Scheduled Monument,1002250
 Scheduled Monument,1002314
 Scheduled Monument,1002325
 Scheduled Monument,1002341
 Scheduled Monument,1002373
 Scheduled Monument,1002414
 Scheduled Monument,1002425
 Scheduled Monument,1002450
 Scheduled Monument,1002493
 Scheduled Monument,1002516
 Scheduled Monument,1002523
 Scheduled Monument,1002548
 Scheduled Monument,1002550
 Scheduled Monument,1002566
 Scheduled Monument,1002584
 Scheduled Monument,1002657
 Scheduled Monument,1002668
 Scheduled Monument,1002698
 Scheduled Monument,1002707
 Scheduled Monument,1002741
 Scheduled Monument,1002750
 Scheduled Monument,1002757
 Scheduled Monument,1002782
 Scheduled Monument,1002784
 Scheduled Monument,1002816
 Scheduled Monument,1002852
 Scheduled Monument,1002875
 Scheduled Monument,1002907
 Scheduled Monument,1002916
 Scheduled Monument,1002925
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1013891
 Scheduled Monument,1013896
 Scheduled Monument,1013914
 Scheduled Monument,1013955
 Scheduled Monument,1013966
 Scheduled Monument,1014030
 Scheduled Monument,1014080
 Scheduled Monument,1014082
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Scheduled Monument,1014255
 Scheduled Monument,1014380
 Scheduled Monument,1014432
 Scheduled Monument,1014434
 Scheduled Monument,1014441
 Scheduled Monument,1014457
 Scheduled Monument,1014464
 Scheduled Monument,1014466
 Scheduled Monument,1014475
 Scheduled Monument,1014491
 Scheduled Monument,1014564
 Scheduled Monument,1014566
 Scheduled Monument,1014616
 Scheduled Monument,1014666
 Scheduled Monument,1014682
 Scheduled Monument,1014807
 Scheduled Monument,1014816
 Scheduled Monument,1014818
 Scheduled Monument,1014848
 Scheduled Monument,1014866
 Scheduled Monument,1014932
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Conservation Area,NA
 Listed Building grade II*,1039667
 Listed Building grade II*,1040278
 Conservation Area,NA
 Conservation Area,NA
 Listed Building grade I,1040265
 Listed Building grade I,1041214
 Listed Building grade II*,1040916
 Listed Building grade I,1041317
 Listed Building grade II*,1041425
 Listed Building grade II*,1042370
 Listed Building grade I,1042512
 Listed Building grade I,1032763
 Listed Building grade I,1033114
 Listed Building grade II,1033297
 Listed Building grade II,1034282
 Listed Building grade II*,1043389
 Listed Building grade II*,1043423
 Listed Building grade I,1045028
 Listed Building grade II*,1045598
 Listed Building grade I,1032081
 Listed Building grade I,1046031
 Listed Building grade II*,1034135
 Scheduled Monument,1014991
 Scheduled Monument,1015025
 Scheduled Monument,1015032
 Scheduled Monument,1015050
 Scheduled Monument,1015150
 Scheduled Monument,1015152
 Scheduled Monument,1015161
 Scheduled Monument,1015186
 Scheduled Monument,1015191
 Scheduled Monument,1015218
 Scheduled Monument,1015277
 Scheduled Monument,1015341
 Scheduled Monument,1015386
 Scheduled Monument,1015427
 Scheduled Monument,1015475
 Scheduled Monument,1015493
 Scheduled Monument,1015495
 Scheduled Monument,1015543
 Scheduled Monument,1015570
 Scheduled Monument,1015575
 Scheduled Monument,1015604
 Scheduled Monument,1015654
 Scheduled Monument,1015693
 Scheduled Monument,1015704
 Scheduled Monument,1015711
 Scheduled Monument,1015811
 Scheduled Monument,1015827
 Scheduled Monument,1015895
 Scheduled Monument,1015920
 Scheduled Monument,1015938
 Scheduled Monument,1015995
 Scheduled Monument,1016027
 Scheduled Monument,1016052
 Scheduled Monument,1016077
 Scheduled Monument,1016095
 Scheduled Monument,1016102
 Scheduled Monument,1016170
 Scheduled Monument,1016227
 Scheduled Monument,1016272
 Scheduled Monument,1016302
 Scheduled Monument,1016370
 Scheduled Monument,1016372
 Scheduled Monument,1016386
 Scheduled Monument,1016404
 Scheduled Monument,1016422
 Scheduled Monument,1016486
 Scheduled Monument,1016554
 Scheduled Monument,1016595
 Scheduled Monument,1016840
 Scheduled Monument,1016845
 Scheduled Monument,1016888
 Scheduled Monument,1016947
 Scheduled Monument,1017063
 Scheduled Monument,1017079
 Scheduled Monument,1017083
 Scheduled Monument,1017088
 Scheduled Monument,1017131
 Scheduled Monument,1017138
 Scheduled Monument,1017172
 Scheduled Monument,1017174
 Scheduled Monument,1017197
 Scheduled Monument,1017224
 Scheduled Monument,1017240
 Scheduled Monument,1017347
 Scheduled Monument,1017356
 Scheduled Monument,1017358
 Scheduled Monument,1017381
 Scheduled Monument,1017424
 Scheduled Monument,1017456
 Scheduled Monument,1017547
 Scheduled Monument,1017556
 Scheduled Monument,1017558
 Scheduled Monument,1017642
 Scheduled Monument,1017656
 Scheduled Monument,1017833
 Scheduled Monument,1017835
 Scheduled Monument,1017860
 Scheduled Monument,1017867
 Scheduled Monument,1017949
 Scheduled Monument,1017974
 Scheduled Monument,1010202
 Scheduled Monument,1010220
 Scheduled Monument,1010295
 Scheduled Monument,1010345
 Scheduled Monument,1010461
 Scheduled Monument,1010470
 Scheduled Monument,1010520
 Scheduled Monument,1010654
 Scheduled Monument,1010713
 Scheduled Monument,1010790
 Scheduled Monument,1010831
 Scheduled Monument,1010865
 Scheduled Monument,1010874
 Scheduled Monument,1010899
 Scheduled Monument,1010940
 Scheduled Monument,1010997
 Scheduled Monument,1011081
 Scheduled Monument,1011122
 Scheduled Monument,1011124
 Scheduled Monument,1011197
 Scheduled Monument,1011247
 Scheduled Monument,1011292
 Scheduled Monument,1011315
